trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,Fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
66,0,66,0,153.76568179996684,,153.70705689996248,10,153.76568179996684,153.76568179996684,0.0468068000045605,156.31571539997822,[-0.06510416666666667],[0.4830729166666667],[1],[0],[0],[2.5620682999724522],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
67,0,67,0,156.39212829997996,,156.32142260001274,10,156.39212829997996,156.39212829997996,0.054722600034438074,158.83047659997828,[0.44921875],[0.024739583333333332],[1],[0],[0],[2.4554094999912195],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
68,0,68,0,158.8808466999908,,158.83468959998572,10,158.8808466999908,158.8808466999908,0.03468470001826063,161.36702249996597,[-0.033854166666666664],[-0.4205729166666667],[1],[0],[0],[2.4978681999491528],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
69,0,69,0,161.448303400015,,161.37401339999633,10,161.448303400015,161.448303400015,0.05376400001114234,163.73829539999133,[-0.057291666666666664],[0.07552083333333333],[1],[0],[0],[2.311649200040847],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
70,0,70,0,163.7990715999622,,163.74123499996495,10,163.7990715999622,163.7990715999622,0.04165670002112165,165.3699765999918,[0.48046875],[0.23828125],[1],[0],[0],[1.5870389000046998],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
71,0,71,0,165.41695769998478,,165.3770855999901,5,165.41695769998478,165.41695769998478,0.03017709997948259,168.4844306000159,[-0.2578125],[-0.16796875],[1],[0],[0],[3.078382000036072],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
72,0,72,0,168.51874699996551,,168.48923730000388,5,168.51874699996551,168.51874699996551,0.021048900031019002,170.33399559999816,[-0.4479166666666667],[0.20572916666666666],[1],[0],[0],[1.8242936999886297],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
73,0,73,0,170.4162335000001,,170.3391231999849,10,170.4162335000001,170.4162335000001,0.05356739996932447,172.5324695999734,[0.4388020833333333],[-0.018229166666666668],[1],[0],[0],[2.140273500001058],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
74,0,74,0,172.5984088999685,,172.53696830000263,10,172.5984088999685,172.5984088999685,0.04351889999816194,175.23523559997557,[-0.40234375],[-0.1875],[1],[0],[0],[2.6551740000140853],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
75,0,75,0,175.28773629997158,,175.24051520001376,5,175.28773629997158,175.28773629997158,0.031016700027976185,177.76846589997876,[-0.009114583333333334],[-0.2643229166666667],[1],[0],[0],[2.4977001000079326],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
76,0,76,0,177.80973280000035,,177.7741158999852,5,177.80973280000035,177.80973280000035,0.022966999968048185,179.5354411000153,[0.22265625],[-0.4427083333333333],[1],[0],[0],[1.7389154999982566],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
77,0,77,0,179.5875314999721,,179.54320349998306,5,179.5875314999721,179.5875314999721,0.02878900000359863,181.28607699996792,[0.4518229166666667],[-0.24088541666666666],[1],[0],[0],[1.7149674999527633],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
78,0,78,0,181.3378225999768,,181.2913502000156,5,181.3378225999768,181.3378225999768,0.03154140000697225,183.50228630000493,[-0.43359375],[0.053385416666666664],[1],[0],[0],[2.1801421000272967],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
79,0,79,0,183.53411880001659,,183.50821900001029,5,183.53411880001659,183.53411880001659,0.01971900003263727,185.86940520000644,[0.12239583333333333],[0.30859375],[1],[0],[0],[2.342134399979841],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
80,0,80,0,185.94692319998285,,185.87416750000557,10,185.94692319998285,185.94692319998285,0.0494497999898158,189.01936249999562,[-0.4114583333333333],[0.234375],[1],[0],[0],[3.0963387999800034],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
81,0,81,0,189.0936234999681,,189.0234118999797,10,189.0936234999681,189.0936234999681,0.04389420000370592,191.06528529996285,[0.17317708333333334],[0.3684895833333333],[1],[0],[0],[1.998498999979347],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
82,0,82,0,191.1091819999856,,191.06978109997,5,191.1091819999856,191.1091819999856,0.027863499999511987,194.93837509996956,[0.053385416666666664],[-0.0234375],[1],[0],[0],[3.841058599995449],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
83,0,83,0,195.0242041000165,,194.94672339997487,10,195.0242041000165,195.0242041000165,0.061177700001280755,197.05331759998808,[-0.11979166666666667],[-0.1484375],[1],[0],[0],[2.04694789997302],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
84,0,84,0,197.11187459999928,,197.05640790000325,10,197.11187459999928,197.11187459999928,0.03790709999157116,199.60490410000784,[-0.04296875],[0.16796875],[1],[0],[0],[2.5108929999987595],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
85,0,85,0,199.63234579999698,,199.6080001000082,5,199.63234579999698,199.63234579999698,0.016930899990256876,202.57354329997906,[0.21484375],[-0.3515625],[1],[0],[0],[2.94857199996477],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
86,0,86,0,202.63118500000564,,202.583009199996,10,202.63118500000564,202.63118500000564,0.03629740001633763,206.02119930001209,[-0.14192708333333334],[0.036458333333333336],[1],[0],[0],[3.403251799987629],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
87,0,87,0,206.1109667000128,,206.02732170000672,10,206.1109667000128,206.1109667000128,0.05889619997469708,207.88986130000558,[0.016927083333333332],[0.06510416666666667],[1],[0],[0],[1.804235699994024],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
88,0,88,0,207.93382049998036,,207.89680539997062,5,207.93382049998036,207.93382049998036,0.02874040004098788,210.1720151999616,[-0.22395833333333334],[-0.13151041666666666],[1],[0],[0],[2.2474971000337973],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
89,0,89,0,210.25734259997262,,210.17866689997027,10,210.25734259997262,210.25734259997262,0.06241449998924509,212.014231499983,[0.16145833333333334],[0.29296875],[1],[0],[0],[1.7739883000031114],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
90,0,90,0,212.08206569997128,,212.0213449000148,10,212.08206569997128,212.08206569997128,0.04608250001911074,214.5082878000103,[-0.21744791666666666],[-0.35546875],[1],[0],[0],[2.441745300020557],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
91,0,91,0,214.5818746999721,,214.51293659996009,10,214.5818746999721,214.5818746999721,0.05136899999342859,217.40829589997884,[-0.2942708333333333],[-0.045572916666666664],[1],[0],[0],[2.8446611000108533],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
92,0,92,0,217.436258599977,,217.4126263000071,5,217.436258599977,217.436258599977,0.017057999968528748,220.38979879999533,[0.16666666666666666],[0.4309895833333333],[1],[0],[0],[2.960520299966447],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
93,0,93,0,220.44084140000632,,220.39494069997454,5,220.44084140000632,220.44084140000632,0.029843500000424683,222.77330569998594,[0.20963541666666666],[-0.10416666666666667],[1],[0],[0],[2.349187800020445],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
94,0,94,0,222.84382810001262,,222.7773553999723,10,222.84382810001262,222.84382810001262,0.04489369998918846,224.68667640001513,[0.2708333333333333],[0.20833333333333334],[1],[0],[0],[1.8646383000304922],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
95,0,95,0,224.7643556999974,,224.69460429996252,10,224.7643556999974,224.7643556999974,0.05038670002250001,227.2686309000128,[0.2565104166666667],[-0.15104166666666666],[1],[0],[0],[2.5248150000115857],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
96,0,96,0,227.355951000005,,227.27425129996845,10,227.355951000005,227.355951000005,0.05986989999655634,229.97684419999132,[0.016927083333333332],[-0.2760416666666667],[1],[0],[0],[2.6432286000344902],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
97,0,97,0,230.04892629996175,,229.98314669996034,10,230.04892629996175,230.04892629996175,0.04649380000773817,232.629234299995,[0.14713541666666666],[-0.21744791666666666],[1],[0],[0],[2.6002667999709956],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
98,0,98,0,232.6945926999906,,232.63653149997117,10,232.6945926999906,232.6945926999906,0.04751790000591427,235.83758210000815,[-0.16927083333333334],[0.07161458333333333],[1],[0],[0],[3.1546458000084385],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
99,0,99,0,235.87603079999099,,235.84190289996332,5,235.87603079999099,235.87603079999099,0.022998300031758845,238.39165710000088,[0.037760416666666664],[0.1171875],[1],[0],[0],[2.5269486000179313],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
100,0,100,0,238.4822972000111,,238.39905979996547,10,238.4822972000111,238.4822972000111,0.061398599995300174,240.67093099997146,[0.2760416666666667],[0.20442708333333334],[1],[0],[0],[2.211334399995394],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
101,0,101,0,240.7320391999674,,240.6783643999952,10,240.7320391999674,240.7320391999674,0.04164780001156032,243.04532979999203,[-0.07291666666666667],[0.3463541666666667],[1],[0],[0],[2.3261774000129662],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
102,0,102,0,243.1172622999875,,243.0525566000142,10,243.1172622999875,243.1172622999875,0.05293000000528991,245.2608682999853,[-0.15104166666666666],[0.16276041666666666],[1],[0],[0],[2.1561906000133604],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
103,0,103,0,245.31649439997273,,245.26845510001294,5,245.31649439997273,245.31649439997273,0.031779900018591434,247.42617519997293,[-0.3828125],[-0.15625],[1],[0],[0],[2.1269899000180885],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
104,0,104,0,247.51587170001585,,247.43363869999303,10,247.51587170001585,247.51587170001585,0.06139889999758452,249.5086900999886,[0.10026041666666667],[-0.3125],[1],[0],[0],[2.0147534999996424],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
105,0,105,0,249.54869580001105,,249.51545199996326,5,249.54869580001105,249.54869580001105,0.0202786999871023,250.95981879997998,[0.2682291666666667],[-0.19401041666666666],[1],[0],[0],[1.4244480000343174],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
106,0,106,0,251.00240009999834,,250.965571800014,5,251.00240009999834,251.00240009999834,0.02587179996771738,252.39297749998514,[0.125],[-0.3046875],[1],[0],[0],[1.4022861999692395],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
107,0,107,0,252.47044870001264,,252.3972241000156,10,252.47044870001264,252.47044870001264,0.05231389997061342,254.82522679999238,[0.028645833333333332],[0.3125],[1],[0],[0],[2.375879700004589],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
108,0,108,0,254.86871459998656,,254.83376149996184,5,254.86871459998656,254.86871459998656,0.027896100014913827,257.01021719997516,[0.07291666666666667],[-0.18229166666666666],[1],[0],[0],[2.149491299991496],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
109,0,109,0,257.09509269997943,,257.0164452000172,10,257.09509269997943,257.09509269997943,0.056534199975430965,258.563557699963,[0.08854166666666667],[0.16276041666666666],[1],[0],[0],[1.4914212999865413],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
110,0,110,0,258.6201891999808,,258.5679466999718,5,258.6201891999808,258.6201891999808,0.03334530000574887,260.54390990000684,[0.3307291666666667],[-0.13020833333333334],[1],[0],[0],[1.9431355000124313],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
111,0,111,0,260.6401173999766,,260.5501629000064,10,260.6401173999766,260.6401173999766,0.06429880001815036,263.8572632999858,[0.3046875],[-0.3463541666666667],[1],[0],[0],[3.2434747999650426],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
112,0,112,0,263.92126219999045,,263.8638795000152,10,263.92126219999045,263.92126219999045,0.04325499996775761,266.6437257999787,[-0.033854166666666664],[0.06901041666666667],[1],[0],[0],[2.7375408000079915],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
113,0,113,0,266.7081688999897,,266.6475499999942,10,266.7081688999897,266.7081688999897,0.0415639000129886,268.94496589998016,[0.4361979166666667],[0.018229166666666668],[1],[0],[0],[2.2560009000007994],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
114,0,114,0,268.99169860000256,,268.95128739997745,5,268.99169860000256,268.99169860000256,0.025928799994289875,270.745707199967,[0.421875],[-0.17317708333333334],[1],[0],[0],[1.769175700028427],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
115,0,115,0,270.7988379999879,,270.7526262999745,5,270.7988379999879,270.7988379999879,0.030246100039221346,274.2446213999647,[0.4661458333333333],[0.4908854166666667],[1],[0],[0],[3.462667500018142],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
116,0,116,0,274.2887522999663,,274.25032120000105,5,274.2887522999663,274.2887522999663,0.02396319998661056,277.36285289999796,[0.09765625],[-0.2747395833333333],[1],[0],[0],[3.089236699976027],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
117,0,117,0,277.39725499995984,,277.3684942999971,5,277.39725499995984,277.39725499995984,0.01885619998211041,279.1620700999629,[-0.24739583333333334],[-0.17578125],[1],[0],[0],[1.7752071999711916],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
118,0,118,0,279.2405076000141,,279.1673237999785,10,279.2405076000141,279.2405076000141,0.05341170000610873,281.961966199975,[-0.022135416666666668],[0.37890625],[1],[0],[0],[2.741944200010039],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
119,0,119,0,282.0090232999646,,281.9659740999923,10,282.0090232999646,282.0090232999646,0.03199050005059689,284.99827179999556,[0.06770833333333333],[-0.13151041666666666],[1],[0],[0],[3.0005156000261195],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
120,0,120,0,285.0405741999857,,285.00574359996244,5,285.0405741999857,285.0405741999857,0.02716960001271218,286.71358539996436,[-0.11328125],[-0.005208333333333333],[1],[0],[0],[1.681849599990528],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
121,0,121,0,286.7630783999921,,286.71853309997823,10,286.7630783999921,286.7630783999921,0.032095300033688545,293.2642793999985,[-0.4596354166666667],[-0.3984375],[1],[0],[0],[6.514102000044659],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
122,0,122,0,293.3370855000103,,293.26964369998313,10,293.3370855000103,293.3370855000103,0.04693419998511672,295.40013949997956,[-0.10416666666666667],[-0.033854166666666664],[1],[0],[0],[2.0843183000106364],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
123,0,123,0,295.43865069997264,,295.4032888999791,5,295.43865069997264,295.43865069997264,0.021456999995280057,297.0141620999784,[0.12369791666666667],[0.2109375],[1],[0],[0],[1.5895750000490807],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
124,0,124,0,297.0951763999765,,297.01901809999254,10,297.0951763999765,297.0951763999765,0.051511399971786886,298.80993539997144,[0.44140625],[0.140625],[1],[0],[0],[1.7398885999573395],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
125,0,125,0,298.8470665999921,,298.81407630001195,5,298.8470665999921,298.8470665999921,0.022670399979688227,300.54765959997894,[-0.14713541666666666],[-0.06380208333333333],[1],[0],[0],[1.7114148999680765],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
126,0,126,0,300.5816242999863,,300.5520213000127,5,300.5816242999863,300.5816242999863,0.02084630000172183,303.39851269999053,[-0.3033854166666667],[-0.37890625],[1],[0],[0],[2.8259130000369623],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
127,0,127,0,303.4563474999741,,303.4058936999645,5,303.4563474999741,303.4563474999741,0.03416540002217516,304.6810276999604,[-0.3723958333333333],[-0.3489583333333333],[1],[0],[0],[1.2423812000197358],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
128,0,128,0,304.71439959999407,,304.6844154999708,5,304.71439959999407,304.71439959999407,0.017343999992590398,306.4490378999617,[-0.24609375],[-0.3255208333333333],[1],[0],[0],[1.747530699998606],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
129,0,129,0,306.49391199997626,,306.4542250999948,5,306.49391199997626,306.49391199997626,0.026243000000249594,308.36531779996585,[0.1796875],[0.08984375],[1],[0],[0],[1.8854153000283986],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
130,0,130,0,308.4127955000149,,308.37194219999947,5,308.4127955000149,308.4127955000149,0.025846200005616993,309.99865989998216,[0.11588541666666667],[0.20963541666666666],[1],[0],[0],[1.6016510999761522],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
131,0,131,0,310.08078670001123,,310.0036625000066,10,310.08078670001123,310.08078670001123,0.05061999999452382,311.66559819999384,[0.3072916666666667],[0.22135416666666666],[1],[0],[0],[1.6118910000077449],['target'],Participant4,001,2024-10-10_18h45.12.578,D3_exp5_VisualSearchExperiment,2024.1.5,None,2024-10-10 18h45.31.200637 +0530,
